user_id,item_id,rating
232,181,4.0
673,292,4.0
399,806,3.0
694,520,5.0
442,98,4.0
332,742,5.0
903,254,2.0
862,432,5.0
279,853,1.0
328,54,3.0
271,265,5.0
297,117,4.0
11,725,3.0
271,134,3.0
611,299,1.0
463,284,3.0
64,22,4.0
936,333,3.0
247,271,2.0
848,50,5.0
492,478,2.0
773,24,3.0
90,661,5.0
363,431,2.0
268,179,4.0
5,384,3.0
623,648,5.0
169,684,5.0
619,176,5.0
568,194,3.0
653,185,2.0
521,290,3.0
280,322,4.0
622,24,4.0
119,268,5.0
201,100,4.0
618,234,4.0
429,583,3.0
69,123,4.0
313,153,3.0
749,151,5.0
193,328,3.0
634,823,3.0
486,302,5.0
454,81,1.0
373,161,4.0
145,559,2.0
790,73,4.0
646,682,3.0
796,928,2.0
551,196,5.0
18,26,4.0
690,194,4.0
796,291,4.0
829,14,2.0
660,429,4.0
629,328,3.0
148,432,5.0
15,924,3.0
637,1033,3.0
593,164,4.0
654,109,3.0
540,1016,4.0
90,306,4.0
577,82,4.0
654,462,4.0
474,505,5.0
305,1513,2.0
715,546,4.0
506,56,4.0
532,588,5.0
76,327,3.0
623,210,5.0
788,194,4.0
894,25,2.0
125,21,3.0
478,11,4.0
899,515,3.0
843,800,4.0
13,262,4.0
338,211,4.0
684,386,3.0
863,334,5.0
70,399,4.0
537,279,2.0
389,133,5.0
601,8,3.0
542,208,4.0
843,959,2.0
325,510,4.0
805,413,2.0
534,1059,4.0
628,938,5.0
334,1202,4.0
536,566,5.0
764,864,4.0
276,67,3.0
618,91,4.0
344,367,5.0
900,429,2.0
151,488,4.0
207,203,3.0
43,284,5.0
474,180,5.0
663,123,3.0
655,49,1.0
537,855,3.0
313,318,4.0
593,111,5.0
487,1425,4.0
848,582,4.0
200,866,4.0
796,821,4.0
174,381,5.0
405,1208,1.0
82,220,2.0
668,538,5.0
796,932,4.0
268,154,4.0
184,170,5.0
181,1354,1.0
655,1630,3.0
181,696,2.0
659,214,3.0
537,625,3.0
271,1120,2.0
222,732,4.0
454,147,3.0
90,70,5.0
916,118,2.0
499,887,5.0
347,273,5.0
327,56,2.0
504,527,4.0
665,369,4.0
94,282,3.0
608,59,5.0
615,427,5.0
463,870,2.0
31,811,4.0
171,1022,3.0
452,488,4.0
437,202,5.0
882,291,4.0
437,195,2.0
532,338,3.0
411,485,4.0
342,32,5.0
801,895,5.0
256,756,4.0
102,294,2.0
934,183,2.0
109,295,4.0
445,117,1.0
887,477,1.0
417,273,3.0
867,22,5.0
416,807,4.0
533,215,4.0
396,405,3.0
500,98,4.0
233,57,5.0
193,282,5.0
16,655,5.0
286,154,4.0
82,495,3.0
864,401,4.0
795,7,5.0
870,589,4.0
758,344,3.0
63,322,2.0
774,101,2.0
524,198,4.0
417,1446,3.0
299,1103,4.0
303,161,5.0
606,288,4.0
59,147,5.0
466,308,1.0
535,483,5.0
721,680,3.0
87,550,4.0
883,1012,5.0
328,76,3.0
452,143,3.0
417,365,4.0
349,744,2.0
185,703,4.0
707,473,4.0
60,234,4.0
388,259,3.0
187,582,1.0
903,461,3.0
284,344,4.0
151,735,5.0
867,180,5.0
933,411,2.0
602,121,4.0
642,623,4.0
804,629,3.0
406,499,5.0
569,126,5.0
633,526,4.0
222,51,3.0
222,1,4.0
336,41,3.0
889,488,2.0
301,340,4.0
447,13,5.0
315,216,4.0
214,313,4.0
234,429,4.0
239,443,5.0
833,64,3.0
886,659,4.0
299,216,5.0
130,894,4.0
328,1107,3.0
315,230,4.0
378,1284,2.0
130,222,4.0
336,238,3.0
766,433,3.0
22,523,5.0
943,443,2.0
275,96,3.0
7,628,3.0
498,594,2.0
268,194,4.0
655,1018,3.0
629,1109,4.0
102,186,4.0
332,1016,5.0
248,186,5.0
591,110,2.0
593,9,3.0
901,405,4.0
334,130,4.0
627,435,5.0
674,257,4.0
442,239,3.0
279,489,2.0
631,286,3.0
524,131,5.0
234,40,2.0
893,820,3.0
506,62,3.0
701,237,5.0
350,23,5.0
708,50,5.0
733,459,4.0
673,300,3.0
385,215,2.0
472,651,4.0
393,88,3.0
301,138,2.0
11,228,3.0
210,402,5.0
435,790,4.0
698,513,2.0
450,164,4.0
347,286,3.0
43,482,4.0
397,479,4.0
803,289,3.0
43,568,4.0
52,288,3.0
530,98,4.0
756,527,3.0
230,22,5.0
682,272,5.0
385,474,5.0
224,676,3.0
269,793,4.0
305,708,3.0
926,294,3.0
157,293,5.0
83,755,5.0
454,468,3.0
95,431,3.0
334,505,4.0
480,191,4.0
145,294,4.0
332,79,5.0
932,479,5.0
707,443,3.0
276,76,4.0
303,531,4.0
92,367,3.0
803,242,5.0
291,1209,1.0
169,243,3.0
18,603,3.0
606,423,5.0
363,215,3.0
456,191,3.0
897,23,3.0
332,228,5.0
379,855,4.0
213,756,2.0
896,384,2.0
488,292,3.0
303,68,4.0
452,660,4.0
908,111,3.0
458,64,4.0
480,511,4.0
92,291,4.0
340,418,5.0
416,1517,2.0
117,763,5.0
503,168,5.0
374,183,4.0
666,1451,3.0
110,367,3.0
256,21,4.0
731,478,4.0
535,502,5.0
226,508,4.0
478,655,3.0
804,414,4.0
342,95,4.0
586,550,4.0
913,69,2.0
389,584,4.0
305,98,4.0
276,144,5.0
666,81,4.0
430,148,2.0
125,751,5.0
495,969,4.0
849,676,5.0
919,148,3.0
799,479,5.0
198,210,4.0
235,496,4.0
620,35,3.0
151,418,3.0
291,1098,4.0
345,980,4.0
506,489,4.0
633,581,3.0
600,53,4.0
450,140,3.0
38,392,5.0
790,376,2.0
843,194,2.0
125,940,2.0
912,655,5.0
435,62,3.0
91,265,5.0
293,161,2.0
48,306,4.0
234,601,3.0
222,209,4.0
533,187,4.0
758,536,2.0
164,411,2.0
344,315,5.0
585,86,5.0
506,463,3.0
374,150,4.0
450,94,4.0
744,28,3.0
606,1039,4.0
468,181,3.0
181,321,2.0
564,245,4.0
62,747,3.0
7,334,5.0
109,29,3.0
239,499,5.0
213,985,3.0
34,991,4.0
542,411,4.0
237,98,4.0
416,88,3.0
289,471,4.0
886,1435,3.0
455,447,4.0
222,1207,2.0
393,4,4.0
892,300,4.0
304,313,5.0
405,1224,1.0
256,274,5.0
835,160,3.0
211,205,5.0
460,298,2.0
141,742,4.0
296,304,3.0
562,88,5.0
313,576,3.0
181,410,1.0
432,871,2.0
427,331,4.0
690,1041,3.0
711,181,4.0
296,1284,4.0
246,831,1.0
804,597,3.0
662,985,4.0
250,754,4.0
457,175,5.0
417,1210,2.0
868,265,3.0
655,1147,3.0
645,955,4.0
318,269,5.0
207,568,4.0
174,1312,4.0
699,340,4.0
859,1315,4.0
532,204,5.0
10,180,5.0
277,279,4.0
405,1246,1.0
405,1338,1.0
62,1,2.0
833,320,4.0
195,921,3.0
342,499,5.0
523,954,5.0
598,349,4.0
776,28,5.0
401,490,3.0
59,640,5.0
15,678,1.0
148,56,5.0
429,418,3.0
660,159,1.0
931,508,4.0
650,1060,3.0
436,595,5.0
334,68,3.0
538,238,5.0
477,794,4.0
191,307,3.0
140,303,5.0
468,246,5.0
864,96,5.0
862,831,3.0
659,659,3.0
262,275,4.0
727,195,4.0
517,369,5.0
177,271,2.0
399,84,2.0
570,879,2.0
328,474,4.0
786,528,5.0
875,462,4.0
650,173,5.0
868,327,4.0
94,562,3.0
480,319,3.0
711,694,5.0
629,729,4.0
766,375,2.0
249,183,4.0
345,42,2.0
593,56,5.0
461,9,5.0
158,770,5.0
877,702,4.0
297,231,3.0
633,665,3.0
399,56,3.0
463,741,1.0
607,528,4.0
379,436,3.0
442,210,3.0
751,631,5.0
301,228,3.0
697,1160,1.0
318,133,4.0
843,89,5.0
305,238,3.0
279,433,4.0
525,928,3.0
625,584,3.0
537,653,4.0
586,735,3.0
763,133,3.0
181,1161,1.0
711,720,3.0
934,135,4.0
911,479,5.0
717,285,5.0
60,133,4.0
821,993,4.0
453,154,3.0
465,151,3.0
94,597,2.0
94,241,4.0
524,558,4.0
184,972,3.0
804,127,3.0
6,117,2.0
617,668,4.0
332,746,5.0
234,1133,3.0
102,432,3.0
176,50,5.0
405,770,1.0
174,280,5.0
339,227,2.0
392,304,4.0
756,642,2.0
927,756,4.0
343,179,5.0
452,194,4.0
83,732,4.0
525,257,4.0
321,174,3.0
547,332,3.0
85,632,3.0
440,512,3.0
158,7,5.0
64,176,4.0
22,511,4.0
489,887,2.0
887,288,4.0
179,362,1.0
860,153,4.0
130,946,4.0
588,1469,3.0
939,285,5.0
497,412,1.0
207,393,4.0
200,984,3.0
487,747,4.0
288,205,5.0
354,753,5.0
436,710,4.0
294,926,3.0
326,603,4.0
707,694,4.0
201,406,1.0
774,563,1.0
95,622,4.0
545,993,2.0
276,474,5.0
634,1028,3.0
648,431,5.0
398,12,3.0
719,127,3.0
328,177,3.0
749,1615,4.0
429,464,3.0
717,286,3.0
109,118,3.0
289,477,2.0
706,117,4.0
257,258,3.0
622,1078,3.0
416,506,5.0
916,1098,4.0
495,435,5.0
92,546,2.0
463,126,4.0
357,280,5.0
870,191,3.0
896,97,4.0
484,313,5.0
830,49,5.0
654,276,1.0
249,203,5.0
346,186,3.0
327,1170,4.0
83,584,4.0
635,237,3.0
889,196,5.0
721,995,3.0
634,819,2.0
832,50,3.0
894,879,4.0
375,603,4.0
782,1393,2.0
875,321,3.0
835,97,5.0
894,718,3.0
44,204,4.0
41,357,4.0
214,23,5.0
354,855,4.0
260,333,4.0
548,1051,4.0
777,286,2.0
65,1044,3.0
719,64,5.0
185,279,4.0
846,464,2.0
44,31,4.0
686,651,5.0
286,710,4.0
15,302,4.0
918,428,5.0
458,276,5.0
806,273,4.0
934,297,5.0
203,304,3.0
442,871,1.0
561,8,3.0
393,405,4.0
727,1249,3.0
194,971,3.0
560,260,1.0
533,54,4.0
437,143,5.0
253,15,4.0
357,932,4.0
545,80,3.0
473,1142,5.0
99,508,4.0
130,443,5.0
450,1152,5.0
13,231,3.0
301,357,5.0
497,70,4.0
715,118,2.0
68,742,1.0
230,622,3.0
622,178,4.0
707,696,4.0
813,9,3.0
525,412,2.0
868,498,3.0
516,181,4.0
19,210,3.0
223,620,2.0
200,462,4.0
870,772,4.0
28,443,4.0
648,931,2.0
854,1677,3.0
716,486,5.0
537,485,3.0
44,81,4.0
326,433,2.0
236,179,1.0
773,170,5.0
606,153,3.0
109,655,3.0
181,870,2.0
659,69,3.0
389,217,3.0
497,232,3.0
77,498,5.0
640,91,4.0
405,402,3.0
612,477,2.0
234,23,4.0
749,975,4.0
506,33,3.0
504,579,4.0
297,143,5.0
197,182,3.0
841,271,4.0
159,866,5.0
588,159,1.0
679,432,4.0
97,670,5.0
707,496,3.0
445,823,1.0
804,1065,3.0
846,949,2.0
452,520,3.0
85,65,3.0
885,946,3.0
151,661,4.0
78,327,1.0
407,121,4.0
429,100,5.0
911,199,3.0
682,188,4.0
666,294,3.0
